ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.47267,1.34265,9.88661,0.54614,1.69639,9.64336,1.80604,-0.33122,-0.39131,-0.02785,-0.14949,-0.94374,5.0,-2.325,17.711,-39.101,359.506,-9.789,-3.244,1.97,1001.699,30.8207,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,7002,2016-09-12 09:32:23:064
0.67355,0.91087,9.8214,0.04772,1.89069,9.62255,0.28509,-0.61655,-0.35678,-0.23621,-0.62041,-1.45567,5.0,-13.896,13.481,-41.6,33.462,-11.116,-0.284,1.97,1001.699,37.7648,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,7502,2016-09-12 09:32:23:564
0.12997,0.847,11.13545,0.4166,1.47882,9.68555,-0.10381,0.24847,2.50592,-0.01323,-0.17484,-0.55267,5.0,-28.227,7.144,-38.916,63.736,-8.673,-2.463,1.97,1001.699,19.7076,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,8002,2016-09-12 09:32:24:064
-0.07062,1.68509,10.41251,0.39112,1.7172,9.64721,-0.18172,-0.16987,1.45441,0.20027,0.16193,0.00587,5.0,-36.545,2.831,-38.728,75.177,-8.863,-2.913,1.97,1001.698,15.1724,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,8502,2016-09-12 09:32:24:564
-0.10004,2.78716,9.48149,0.32889,1.54271,9.67896,-0.44248,0.90887,-1.19188,-0.11356,0.17206,-0.05598,3.0,-50.558,3.641,-42.661,76.99,-9.352,-2.657,1.97,1001.699,21.1714,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,9002,2016-09-12 09:32:25:064
-0.16959,1.58295,8.11192,0.44921,1.96618,9.59702,-0.42178,-0.74826,-1.33384,-0.20491,-0.25186,-0.09264,0.0,-29.861,-7.257,-38.916,87.085,-11.945,-2.157,1.97,1001.699,34.9194,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,9503,2016-09-12 09:32:25:565
0.04085,1.24219,10.51595,0.06832,2.4798,9.48769,0.32624,-0.32455,1.13046,0.25121,0.0822,0.0345,0.0,-20.956,-6.583,-37.77,82.104,-14.647,-0.413,1.97,1001.698,16.1175,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,10002,2016-09-12 09:32:26:064
1.30644,1.58594,9.9325,-0.00495,2.08321,9.58283,0.94055,-0.54189,0.85028,0.00912,-0.19669,-1.65617,0.0,-18.628,-9.242,-37.952,92.127,-12.258,-0.464,1.97,1001.699,15.6166,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,10502,2016-09-12 09:32:26:564
-0.13873,1.89375,9.8477,0.60642,1.35764,9.69327,-0.53677,0.37388,-0.0185,-0.19966,-0.42337,-1.08417,0.0,-5.524,-19.704,-35.905,162.793,-8.417,-2.403,1.97,1001.689,15.7839,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,11002,2016-09-12 09:32:27:064
-0.63034,0.97766,6.66232,0.35803,1.34071,9.70797,-0.91771,-0.39636,-2.62033,0.5708,0.23335,-0.34755,0.0,-2.013,-15.466,-39.532,179.98,-7.614,-2.858,1.97,1001.689,15.5922,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,11502,2016-09-12 09:32:27:564
0.47969,0.68991,10.20097,0.41934,1.23423,9.71963,-0.72005,-0.50931,1.43193,0.02054,0.17276,-0.2941,0.0,-2.483,-7.469,-47.429,213.872,-7.091,-3.369,1.97,1001.689,40.1238,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,12003,2016-09-12 09:32:28:065
0.02965,1.59311,10.43568,0.43604,1.27563,9.71355,-0.90955,-0.32798,0.82396,0.17509,0.15593,0.46736,0.0,-5.481,-11.414,-63.269,141.118,-7.474,-2.57,1.97,1001.689,15.6657,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,12502,2016-09-12 09:32:28:564
-0.32957,1.51822,9.59972,0.11284,1.2335,9.72811,0.25016,0.12715,0.25949,-0.21217,-0.15425,0.16985,0.0,-3.726,-21.127,-70.972,165.052,-7.226,-0.665,1.97,1001.69,15.7944,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,13002,2016-09-12 09:32:29:064
0.27632,1.31036,10.75375,0.13861,0.85429,9.76839,0.01569,0.08208,0.33842,-0.14436,0.13327,-0.00966,0.0,-2.415,-23.047,-74.043,176.698,-4.998,-0.813,0.0,1001.699,15.328,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,13502,2016-09-12 09:32:29:564
-0.17508,1.33627,9.7962,0.02167,1.19938,9.73301,-0.1501,0.13895,0.07627,0.08516,0.02,-0.06187,0.0,-2.768,-23.064,-70.331,168.725,-7.025,-0.128,0.0,1001.689,15.8426,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,14002,2016-09-12 09:32:30:064
