ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.52499,-0.47177,10.7092,0.24659,0.07155,9.80329,0.90538,0.34859,-0.54746,-0.68597,0.25021,-0.12531,13.44533,-18.968,5.685,-43.761,64.518,-3.529,-0.924,1.97,1001.71,45.5908,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,3,2016-09-12 09:30:40:532
0.34166,1.2206,9.54024,0.14893,1.27668,9.72205,-0.33485,-0.27953,-0.73689,0.29686,0.11427,-0.19127,13.0,-19.266,4.346,-43.735,62.028,-7.48,-0.878,1.97,1001.699,15.4414,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,503,2016-09-12 09:30:41:032
0.62608,2.13519,9.96497,0.11541,1.26733,9.72373,-0.05054,0.72962,-0.06091,-0.05663,0.04343,-0.00883,15.0,-17.45,1.978,-43.182,65.117,-7.49,-0.768,1.97,1001.699,15.4157,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,1003,2016-09-12 09:30:41:532
-0.82265,1.11516,8.77753,0.05071,1.58836,9.67703,-0.22435,-0.95418,-0.50463,0.37511,0.16733,0.01816,18.0,-18.416,1.646,-43.875,63.754,-8.577,-0.788,1.97,1001.689,29.8646,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,1503,2016-09-12 09:30:42:032
0.10014,1.8564,11.87286,0.12746,1.51658,9.68783,0.01323,0.23058,1.8831,0.00238,-0.11897,-0.14674,18.0,-18.877,0.055,-42.099,71.754,-8.417,-0.399,1.97,1001.696,43.7056,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,2003,2016-09-12 09:30:42:532
1.08557,2.47253,7.58881,0.20293,1.66775,9.66167,-0.48516,-0.59154,-1.13967,0.13498,-0.14732,-0.14575,18.44708,-19.928,-1.778,-40.897,75.155,-9.791,-1.203,1.97,1001.699,29.2893,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,2503,2016-09-12 09:30:43:032
-0.43842,1.40677,8.04219,0.08951,1.85649,9.6289,-0.52145,-1.36692,-0.37197,0.07791,0.37256,0.05798,18.0,-20.645,-5.791,-40.842,85.566,-10.323,-1.54,1.97,1001.699,18.512,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,3003,2016-09-12 09:30:43:532
0.19312,0.19461,13.07427,0.10616,1.74799,9.64902,-0.16255,0.00822,0.49251,0.02725,-0.03389,0.16977,18.0,-20.897,-4.155,-42.041,78.857,-10.946,-0.414,1.97,1001.699,28.8332,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,3506,2016-09-12 09:30:44:035
-0.07635,2.34357,9.53395,0.11235,1.5987,9.67481,0.61162,0.22148,-0.32743,0.09726,0.03006,0.36061,15.55121,-19.476,-1.012,-42.868,72.757,-9.022,-0.499,1.97,1001.699,18.4902,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,4003,2016-09-12 09:30:44:532
0.0742,1.96092,8.77759,0.11781,1.48856,9.6923,-0.62888,-0.61427,-0.19856,-0.00545,-0.1165,0.37918,13.0,-20.609,3.534,-42.491,63.16,-8.731,-0.696,1.97,1001.699,15.42,48.23475,16.366451,,536.5217022590825,,,89.46774,,0 / 22,4503,2016-09-12 09:30:45:032
