ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.42299,1.36786,10.1689,0.13345,0.94368,9.76023,-0.22138,0.38562,-0.2941,-0.04039,-0.02077,-0.07106,15.0,-18.329,2.544,-44.577,67.109,-5.522,-0.783,1.97,1001.729,44.5451,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,4,2016-09-12 09:31:11:076
0.52762,1.8111,9.96594,0.23716,1.31703,9.71492,0.39584,0.53493,0.29195,0.04799,0.13347,-0.08849,16.0,-18.372,2.757,-43.811,62.153,-7.718,-1.398,1.97,1001.729,15.5196,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,503,2016-09-12 09:31:11:575
0.10919,2.03625,9.84886,0.31306,1.86253,9.62307,-0.51985,0.18744,-0.82935,-0.16307,-0.04315,0.17976,18.0,-18.279,-2.354,-41.93,69.79,-10.948,-1.863,1.97,1001.729,15.5315,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,1003,2016-09-12 09:31:12:075
0.27068,0.26591,10.06961,-0.05517,1.61747,9.67218,-0.017,-1.49677,2.12547,0.17729,-0.25597,-0.32083,19.44844,-17.145,-0.087,-42.062,67.359,-10.263,1.094,1.97,1001.729,29.0478,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,1503,2016-09-12 09:31:12:575
0.37828,2.16333,10.43686,0.06531,1.84585,9.63115,-0.06702,0.15245,-0.40397,0.2068,0.05965,-0.04712,19.0,-18.422,-3.371,-40.921,76.423,-10.136,-0.372,1.97,1001.719,31.7568,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,2004,2016-09-12 09:31:13:076
-0.1042,2.22264,8.87978,0.30721,1.85216,9.62525,-0.06169,0.83513,-1.26869,-0.03299,0.00113,-0.26265,18.0,-21.605,-1.025,-40.926,71.574,-10.887,-1.828,1.97,1001.719,15.6359,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,2503,2016-09-12 09:31:13:575
0.09071,1.51257,8.89867,0.09678,1.75076,9.64862,-0.65468,-0.52558,-1.18834,-0.13567,-0.08632,0.09612,17.0,-20.602,-2.74,-41.393,77.923,-10.284,-0.575,1.97,1001.729,23.469,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,3003,2016-09-12 09:31:14:075
-0.8735,0.69312,8.18549,-0.05982,1.97235,9.60607,-0.68651,-1.50082,-0.63132,0.03334,-0.07684,0.48602,14.0,-20.479,-2.045,-42.287,72.644,-11.398,0.3,1.97,1001.729,26.6179,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,3503,2016-09-12 09:31:14:575
-0.55635,1.58003,9.51559,0.18746,2.17919,9.55962,-0.60343,-0.16212,0.91793,0.24271,0.28281,0.18942,13.0,-22.096,1.962,-40.572,62.239,-12.839,-1.123,1.97,1001.719,28.9793,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,4003,2016-09-12 09:31:15:075
-0.64641,0.84013,10.02135,0.2246,1.54202,9.68205,-0.47681,-0.57329,0.22643,0.16966,0.08562,1.14314,13.0,-18.309,9.081,-39.455,48.568,-9.047,-1.329,1.97,1001.719,23.2323,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,4503,2016-09-12 09:31:15:575
-0.33453,2.16129,8.71437,0.19837,1.35735,9.71023,-0.05954,0.12619,-0.44723,-0.13167,0.3154,1.22551,12.54833,-7.455,19.427,-41.016,14.11,-7.956,-1.17,1.97,1001.719,24.6731,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,5003,2016-09-12 09:31:16:075
-0.47661,0.97491,9.00742,0.0051,1.6135,9.673,0.15052,-0.7211,-0.24302,0.04001,0.11519,0.14499,9.0,-5.025,17.862,-40.062,11.562,-9.47,-0.03,1.97,1001.71,43.5479,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,5503,2016-09-12 09:31:16:575
-1.01453,1.54672,8.8614,0.08545,1.95341,9.60975,-0.04325,0.48231,0.30716,0.39957,0.30719,-0.0482,6.54832,-2.541,14.24,-39.268,7.037,-11.49,-0.509,1.97,1001.699,47.1202,48.234715,16.366411,,536.5394240438864,,,75.935486,,0 / 22,6003,2016-09-12 09:31:17:075
