ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.91617,2.07164,9.76158,-0.50132,1.39533,9.69392,-0.23379,0.62314,0.33013,-0.13863,0.11073,0.85765,13.55522,-3.313,18.552,-42.415,11.35,-8.593,2.768,1.97,1001.699,15.4885,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,6003,2016-09-12 09:29:32:132
0.04654,1.31784,9.14908,-0.32251,1.41069,9.6993,-0.19867,-0.36903,-1.59138,0.35974,-0.00188,0.27231,9.0,-3.157,20.72,-39.467,9.597,-7.425,2.016,1.97,1001.71,42.9354,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,6502,2016-09-12 09:29:32:631
-0.17836,1.67378,8.07852,-0.1864,2.03426,9.59153,-0.3266,-1.46705,0.24096,0.32333,0.04008,0.13057,6.0,-1.453,14.74,-39.812,4.123,-10.978,0.875,1.97,1001.719,46.2836,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,7002,2016-09-12 09:29:33:131
-0.32605,2.16937,10.12279,-0.18511,1.89359,9.62031,-0.20815,0.21141,0.64712,0.05743,-0.02919,-0.2379,5.0,2.49,14.873,-39.804,356.656,-11.101,0.987,1.97,1001.719,36.111,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,7502,2016-09-12 09:29:33:631
1.54625,1.2901,9.62643,-1.04196,2.05347,9.53247,2.04978,-1.17418,-0.94575,0.03339,-0.35405,-1.67238,5.0,2.727,15.576,-40.909,3.476,-12.087,6.238,1.97,1001.71,16.982,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,8002,2016-09-12 09:29:34:131
-2.48827,0.79451,9.44382,-0.48365,1.38246,9.69666,-0.37564,-1.16056,1.35375,-0.45859,-0.26048,-1.55241,5.45151,-16.115,9.819,-41.644,49.016,-8.104,2.855,1.97,1001.719,15.4133,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,8502,2016-09-12 09:29:34:631
-0.54698,1.69106,9.84354,-0.23586,1.02156,9.75044,-0.34145,0.67331,0.01932,0.03258,-0.02792,0.13332,6.0,-25.0,7.367,-39.101,67.252,-5.892,1.474,1.97,1001.719,15.4718,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,9003,2016-09-12 09:29:35:132
0.27621,1.67834,8.59346,0.00489,1.66988,9.66343,-0.2698,-0.47084,-1.18701,-0.12202,-0.01753,-0.08482,5.0,-36.569,4.585,-37.296,73.294,-9.589,-0.037,1.97,1001.719,22.2354,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,9503,2016-09-12 09:29:35:632
-0.20085,2.48592,10.45564,-0.04188,1.79667,9.64057,0.31418,1.01122,-0.05476,0.05269,0.20366,0.2764,4.0,-45.723,6.978,-40.07,72.936,-10.557,0.249,1.97,1001.71,24.9126,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,10002,2016-09-12 09:29:36:131
-0.52998,1.97115,8.69595,-0.09496,1.5893,9.67654,-0.08402,-0.70265,0.62389,-0.16959,0.09575,-0.12726,1.0,-41.113,6.171,-44.81,71.479,-10.071,0.107,1.97,1001.71,35.2338,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,10502,2016-09-12 09:29:36:631
0.74765,3.31215,9.00418,-0.28418,2.19816,9.55289,-0.1651,-0.94815,1.65284,0.13564,-0.01616,0.16652,0.0,-25.644,-3.236,-43.074,75.864,-13.521,1.988,1.97,1001.699,46.8665,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,11002,2016-09-12 09:29:37:131
-0.48671,2.41635,9.72742,-0.24275,1.6978,9.65551,-0.06293,0.77862,0.11497,-0.104,-0.09319,-0.05609,0.0,-19.951,-1.723,-40.715,76.619,-10.108,2.018,1.97,1001.71,48.3223,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,11502,2016-09-12 09:29:37:631
0.48784,2.30467,8.61829,-0.37594,1.78777,9.63499,0.60455,-0.95262,-0.00282,-0.07632,-0.05119,-0.80305,0.0,-19.496,-4.147,-38.858,81.577,-10.504,2.234,1.97,1001.719,15.6728,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,12002,2016-09-12 09:29:38:131
-0.75716,0.70085,8.00836,-0.86799,1.5697,9.64122,0.94028,-1.14997,0.0956,0.14468,0.08011,-1.48218,0.0,-12.738,-14.697,-37.91,118.805,-9.43,4.474,1.97,1001.719,15.8507,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,12503,2016-09-12 09:29:38:632
-0.43709,1.61981,9.80487,-0.57738,1.12367,9.72494,-0.17531,0.52649,-0.02053,0.19295,-0.02498,-0.58026,0.0,-1.352,-17.961,-36.328,167.187,-6.58,3.398,1.97,1001.729,63.9253,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,13002,2016-09-12 09:29:39:131
-0.27678,1.4109,9.12166,-0.37677,1.14532,9.73225,0.0842,0.05181,0.10539,-0.02242,-0.15552,-0.37134,0.0,1.991,-15.826,-37.759,181.904,-6.861,2.445,1.97,1001.729,70.5479,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,13503,2016-09-12 09:29:39:632
-0.01147,0.7157,9.9558,0.03273,1.87812,9.62507,0.26092,-0.86198,0.41977,-0.2536,-0.0089,-0.32455,0.0,2.655,-13.094,-42.918,214.803,-11.041,-0.195,1.97,1001.719,28.83,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,14006,2016-09-12 09:29:40:135
-0.29582,1.76949,8.69191,0.03183,1.7874,9.64233,0.338,0.13928,0.3754,0.17703,0.12979,-0.12637,0.0,1.022,-10.153,-52.815,261.615,-10.502,-0.189,1.97,1001.719,15.7025,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,14502,2016-09-12 09:29:40:631
-0.0305,1.40627,9.35805,0.48344,1.62471,9.65904,0.65832,0.69607,-0.08389,0.17612,0.21759,0.43922,0.0,-4.872,-12.033,-63.812,132.484,-9.017,-2.717,1.97,1001.719,15.6699,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,15003,2016-09-12 09:29:41:132
0.47096,1.48634,9.49513,0.61931,1.38582,9.68846,-0.07739,0.13585,-0.02596,-0.01263,0.02771,0.08852,0.0,-7.149,-13.687,-72.179,148.649,-8.085,-3.771,1.97,1001.719,15.9361,48.23474,16.366467,,536.4369476657779,,,90.0,,1 / 22,15503,2016-09-12 09:29:41:632
