ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.39783,0.97026,8.53796,0.03841,1.11549,9.74293,-0.46056,-0.62408,-0.80033,-0.21112,0.02155,-0.25829,56.0,0.476,23.846,-40.823,359.675,-6.531,-0.226,1.97,1001.719,47.2547,,,,NaN,,,,,0 / 22,8004,2016-09-12 09:37:22:588
-1.00087,0.28754,9.16035,-0.31524,1.34793,9.70846,-0.65635,-1.57101,0.74956,0.01698,-9.2E-4,0.20607,58.90335,3.371,21.716,-41.365,356.521,-7.9,1.86,1.97,1001.727,45.6379,,,,NaN,,,,,0 / 22,8503,2016-09-12 09:37:23:087
-0.09102,1.64943,9.56676,-0.11388,1.75161,9.64828,0.35584,0.74853,1.12616,0.21498,0.07491,0.02434,63.45151,2.966,20.203,-41.745,354.737,-10.289,0.676,1.97,1001.719,50.4234,,,,NaN,,,,,0 / 22,9002,2016-09-12 09:37:23:586
-0.06841,1.9848,10.18501,-0.16908,1.34791,9.7121,0.39724,0.64121,0.31244,0.27765,0.13148,0.18404,70.45017,3.017,23.05,-42.825,354.985,-7.01,0.714,1.97,1001.719,48.1879,,,,NaN,,,,,0 / 22,9502,2016-09-12 09:37:24:086
0.06422,2.52077,8.16014,0.11439,1.59338,9.67566,-0.08062,-0.21913,-0.67808,0.26726,-0.37466,0.08806,75.90174,5.469,20.824,-40.35,348.628,-9.351,-0.677,1.97,1001.719,41.2958,,,,NaN,,,,,0 / 22,10002,2016-09-12 09:37:24:586
-0.71115,0.94479,10.37408,0.42003,1.84522,9.62232,-0.78617,-0.80887,0.30117,-0.15787,0.18733,0.63564,79.0,5.724,16.38,-39.815,341.541,-10.845,-2.499,1.97,1001.699,46.4118,,,,NaN,,,,,0 / 22,10502,2016-09-12 09:37:25:086
0.93958,0.85168,9.76866,0.4337,1.63267,9.66006,-0.67091,-1.0725,-0.59981,0.1071,0.53029,2.32268,80.0,15.703,2.029,-38.698,295.586,-10.066,-3.005,1.97,1001.689,45.8291,,,,NaN,,,,,0 / 22,11002,2016-09-12 09:37:25:586
0.65448,2.27957,8.95126,0.16054,2.29099,9.53394,-0.0705,-0.59097,0.85272,0.49841,-0.11571,0.02176,77.54973,17.099,-10.472,-37.643,262.775,-11.591,-0.248,1.97,1001.697,41.688,,,,NaN,,,,,0 / 22,11502,2016-09-12 09:37:26:086
0.33453,2.04152,9.44946,-0.07627,1.67146,9.66286,0.78434,0.21304,0.502,0.10951,-1.4E-4,0.00433,74.54911,17.964,-8.748,-38.229,262.381,-9.813,0.452,1.97,1001.689,34.9278,,,,NaN,,,,,0 / 22,12002,2016-09-12 09:37:26:586
0.11714,1.8699,8.81708,-0.12887,1.97189,9.60549,0.36984,-0.13748,-1.22557,0.00543,-0.12094,-0.00157,73.10605,17.722,-9.111,-36.073,264.48,-11.35,1.221,1.97,1001.69,41.7905,,,,NaN,,,,,0 / 22,12502,2016-09-12 09:37:27:086
0.08055,1.3004,8.96608,-0.09338,2.19755,9.5568,1.08093,-0.82948,-0.3466,-0.20535,0.15579,-0.13588,73.45117,15.706,-10.4,-37.196,267.101,-13.897,0.31,1.97,1001.699,49.9138,,,,NaN,,,,,0 / 22,13002,2016-09-12 09:37:27:586
-0.50436,0.45819,11.49916,-0.04059,2.31607,9.52914,-0.7327,-1.16328,0.77744,-0.1241,-0.06178,0.06787,78.44916,17.265,-9.55,-37.117,267.779,-14.11,0.402,1.97,1001.71,32.8382,,,,NaN,,,,,0 / 22,13502,2016-09-12 09:37:28:086
0.08469,2.51555,9.8615,-0.02136,2.30752,9.53128,-0.01976,-0.04956,0.24281,0.27357,0.00702,-0.14975,72.0976,17.732,-9.723,-38.258,267.544,-13.609,0.128,1.97,1001.71,41.3701,,,,NaN,,,,,0 / 22,14002,2016-09-12 09:37:28:586
0.54771,1.30748,10.39899,0.02028,2.13474,9.57146,0.43369,-0.58723,-0.41003,-0.14023,0.06432,0.27534,64.54849,17.461,-8.556,-39.342,268.986,-12.573,-0.121,1.97,1001.699,40.0328,,,,NaN,,,,,0 / 22,14502,2016-09-12 09:37:29:086
-1.36595,1.64832,8.78798,-0.74472,2.42939,9.47174,-0.54904,-0.79398,-0.83865,-0.07721,0.07726,0.35185,30.8449,20.589,-14.091,-35.216,256.07,-14.343,4.496,0.0,1001.699,45.0795,,,,NaN,,,,,0 / 22,15002,2016-09-12 09:37:29:586
