ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.27812,1.90639,10.24802,0.01521,2.18427,9.56029,-0.23181,-0.27348,0.70258,-0.48553,-0.16623,0.19098,16.44833,-16.629,-0.914,-42.491,61.159,-14.699,0.685,1.97,1001.689,45.5515,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1004,2016-09-12 09:34:50:557
-0.69102,2.54192,8.14424,-0.03114,2.12193,9.57428,-0.64224,0.47264,-1.5173,-0.0585,0.05937,0.17923,17.0,-17.23,0.166,-41.879,61.79,-12.501,-0.061,1.97,1001.689,45.5515,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1105,2016-09-12 09:34:50:658
-0.57632,2.4846,9.86876,0.00509,2.05663,9.58857,-0.64849,-0.0106,0.16218,-0.07422,-0.02168,0.20491,17.0,-17.207,-0.241,-42.397,62.574,-12.106,-0.03,1.97,1001.689,45.5515,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1204,2016-09-12 09:34:50:757
-1.31285,2.54192,10.35439,-0.04506,2.2981,9.53347,-1.2336,0.37822,0.21508,0.28668,0.07344,0.175,17.0,-17.223,0.554,-42.413,57.883,-13.553,0.271,1.97,1001.689,15.764,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1304,2016-09-12 09:34:50:857
-0.91502,1.8577,10.60754,-0.06424,2.4624,9.49225,-0.99683,0.20691,0.63744,0.2422,0.08531,0.3889,17.0,-16.571,-0.475,-42.792,58.087,-14.542,0.388,1.97,1001.689,15.764,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1404,2016-09-12 09:34:50:957
0.21686,0.60445,9.99817,-0.05213,2.46671,9.49121,-0.82875,-1.32751,1.79213,0.30426,-0.19751,0.26961,17.0,-17.993,0.162,-42.413,60.483,-14.466,0.61,1.97,1001.689,15.764,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1504,2016-09-12 09:34:51:057
-0.71753,1.46011,9.6499,0.0567,2.68694,9.4312,0.07617,-2.06088,0.39427,0.42708,0.06645,0.44907,17.0,-16.873,-0.851,-41.969,60.944,-14.568,0.315,1.97,1001.689,15.764,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1604,2016-09-12 09:34:51:157
-1.73819,1.76642,9.6463,0.08187,2.60381,9.45431,-1.94703,-1.25754,0.9482,0.04648,0.18887,0.94064,16.55,-16.742,0.331,-40.596,56.721,-15.398,-0.496,1.97,1001.689,15.5811,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1705,2016-09-12 09:34:51:258
-1.27606,2.03204,9.52107,0.11423,2.5546,9.46738,-1.74294,-0.38327,-1.2389,0.04648,0.18887,0.94064,16.0,-16.742,0.331,-40.596,56.721,-15.398,-0.496,1.97,1001.689,15.5811,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1805,2016-09-12 09:34:51:358
-0.24272,1.54813,9.94975,0.19828,2.43512,9.49743,-0.84827,-0.84129,0.22343,-0.01863,0.27214,1.49797,16.0,-16.382,2.794,-41.597,48.39,-14.567,-1.03,1.97,1001.679,15.5811,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,1905,2016-09-12 09:34:51:458
-0.54939,1.34888,10.237,0.08513,2.55907,9.46648,-0.60444,-1.21507,0.63737,0.20595,0.59361,1.83049,16.0,-15.205,5.539,-42.538,40.734,-14.507,-0.893,1.97,1001.678,15.4826,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2004,2016-09-12 09:34:51:557
-0.0439,1.74686,9.1415,0.12239,2.68238,9.43187,-0.02218,-1.08968,0.06586,0.31648,0.49782,1.90286,15.54935,-11.467,6.989,-43.176,30.519,-15.127,-0.515,1.97,1001.671,15.4826,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2104,2016-09-12 09:34:51:657
0.13641,1.64055,10.27661,0.30684,2.3989,9.50376,-0.11921,-0.51841,0.22581,-0.29222,0.33301,1.73792,15.0,-7.431,6.848,-43.214,17.909,-14.159,-1.849,1.97,1001.679,15.4826,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2204,2016-09-12 09:34:51:757
0.28128,2.50644,8.75291,0.28815,2.27638,9.53444,-0.16792,-0.76142,0.26283,-0.14993,0.30334,1.45155,15.0,-7.799,9.425,-43.08,19.621,-13.422,-1.731,1.97,1001.679,15.4589,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2304,2016-09-12 09:34:51:857
0.68961,2.16286,9.91763,0.27893,1.97173,9.60234,-0.04158,0.24672,-0.15131,-0.25291,0.15688,0.96561,15.0,-4.024,10.869,-44.102,7.886,-11.599,-1.664,1.97,1001.679,15.4589,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2404,2016-09-12 09:34:51:957
0.00797,3.04511,8.9204,0.24809,1.94571,9.60849,-0.17526,1.18474,-1.26815,-0.05986,0.1902,0.64113,15.0,-3.769,12.059,-43.646,7.947,-11.444,-1.479,1.97,1001.679,15.4589,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2504,2016-09-12 09:34:52:057
-0.57787,3.27261,9.70949,0.14749,1.93638,9.61244,-0.46405,1.35609,-0.07961,-0.03143,0.09602,0.3363,15.0,-1.411,11.502,-43.074,0.962,-11.388,-0.879,1.97,1001.679,15.6065,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2605,2016-09-12 09:34:52:158
-0.90923,2.81467,11.21965,0.13961,2.00065,9.59939,-0.68983,0.86338,1.45199,0.11893,0.07085,0.23045,14.54967,-0.674,11.449,-42.587,1.011,-11.388,-0.879,1.97,1001.679,15.6065,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2704,2016-09-12 09:34:52:257
-0.30377,0.67775,11.64194,-0.04925,2.1892,9.55905,-0.28982,-0.22752,1.32851,-0.06189,0.19189,0.35197,14.0,1.875,9.879,-42.633,354.749,-12.899,0.295,1.97,1001.676,15.6065,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2804,2016-09-12 09:34:52:357
1.15939,1.9045,7.30443,0.03927,2.43653,9.49906,0.85002,-0.68627,-1.65208,0.24582,0.14685,0.01541,13.55031,1.677,9.187,-42.366,353.525,-14.386,-0.237,1.97,1001.679,15.6065,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,2905,2016-09-12 09:34:52:458
-0.40727,1.32298,9.68651,0.00955,2.39298,9.5102,0.60704,-0.59677,-1.33026,-0.20473,-0.08005,-0.03844,13.0,1.357,8.739,-42.912,356.893,-14.124,-0.058,1.97,1001.688,19.4716,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3004,2016-09-12 09:34:52:557
-0.01247,2.46986,8.32481,0.25877,2.25198,9.54107,-0.45932,-0.34753,-0.9006,-0.03569,-0.1445,0.20053,13.0,0.357,9.468,-41.603,356.459,-13.276,-1.554,1.97,1001.679,19.4716,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3104,2016-09-12 09:34:52:657
0.74994,2.58997,9.99524,0.32057,2.21588,9.54764,-0.15246,0.94855,-1.45458,-0.12857,0.00714,0.172,13.0,0.34,9.799,-41.586,355.807,-13.059,-1.923,1.97,1001.689,19.4716,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3204,2016-09-12 09:34:52:757
0.73653,2.98538,10.38483,0.31045,2.36586,9.51192,0.35104,0.78939,-0.17925,0.24657,0.07819,0.08,12.55199,0.673,9.161,-40.939,352.628,-13.3,-1.89,1.97,1001.689,34.526,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3305,2016-09-12 09:34:52:858
-0.06551,3.49332,9.45618,0.3001,2.49905,9.47814,0.45685,0.31888,1.02772,0.07477,0.00739,0.13591,12.0,-0.673,10.152,-42.859,358.85,-13.96,-1.869,1.97,1001.689,34.526,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3404,2016-09-12 09:34:52:957
-0.32541,1.43616,11.59683,0.2604,2.32527,9.52343,-0.70825,-0.42885,1.27767,-0.23709,0.25104,0.32625,12.0,0.356,8.339,-41.824,356.295,-13.716,-1.566,1.97,1001.679,34.526,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3504,2016-09-12 09:34:53:057
-0.49898,2.34381,7.88385,0.21404,2.29465,9.53201,-0.54396,-1.06064,1.71719,-0.38211,-0.39639,-0.17513,12.0,1.666,8.691,-42.061,350.994,-13.532,-1.286,1.97,1001.679,21.6034,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3604,2016-09-12 09:34:53:157
-0.22438,1.85277,9.20538,0.14207,2.19479,9.55683,-0.56865,-0.41084,0.16132,-0.33435,-0.09111,0.22437,12.0,2.727,9.987,-39.935,350.598,-13.615,-0.241,1.97,1001.679,21.6034,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3704,2016-09-12 09:34:53:257
-0.25381,3.16037,8.28676,0.22171,2.25081,9.54228,-0.16298,0.59517,-1.63178,-4.6E-4,0.00702,0.08578,12.0,1.48,9.596,-40.588,354.175,-13.269,-1.331,1.97,1001.679,21.6034,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3804,2016-09-12 09:34:53:357
-0.14291,2.85876,10.01373,0.18462,2.28668,9.53454,-0.42867,0.79629,-1.15068,0.03061,0.03706,-0.08771,12.0,1.968,9.761,-41.44,351.754,-13.484,-1.109,1.97,1001.679,15.6642,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,3904,2016-09-12 09:34:53:457
0.56371,3.57178,9.67947,0.17924,2.60828,9.45173,-0.14915,0.18379,1.05559,0.37935,-0.0515,-0.03168,11.54836,2.155,8.885,-40.009,351.896,-13.99,-0.887,1.97,1001.684,15.6642,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4004,2016-09-12 09:34:53:557
-0.59933,0.64445,13.23601,0.08262,2.60378,9.45431,0.18164,0.91126,-0.27956,-0.03305,0.17117,0.02534,11.0,2.214,8.301,-39.769,352.695,-15.397,-0.501,1.97,1001.689,15.6642,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4104,2016-09-12 09:34:53:657
0.77847,1.53069,7.51199,0.12272,2.45491,9.49362,0.68552,-0.94349,-1.50466,0.02789,-0.15114,-0.19334,11.0,3.119,9.714,-39.244,349.78,-14.497,-0.741,1.97,1001.689,15.6642,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4204,2016-09-12 09:34:53:757
-0.05937,1.8055,8.7095,0.10273,2.36392,9.51692,0.39305,-0.71931,-0.32042,-0.14262,-0.00887,-0.17612,11.0,2.556,9.995,-39.316,349.78,-14.497,-0.741,1.97,1001.689,20.2118,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4304,2016-09-12 09:34:53:857
-0.19563,2.54083,8.31505,0.12656,2.32312,9.52667,-0.42377,0.01592,-1.52234,-0.01767,0.05452,0.03984,11.0,2.118,10.962,-40.475,352.842,-13.703,-0.761,1.97,1001.689,20.2118,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4404,2016-09-12 09:34:53:957
0.70717,2.3838,9.73296,0.10057,2.28733,9.53564,0.07679,0.45214,-0.87786,-0.09392,0.02139,0.04199,11.0,1.402,11.832,-39.536,355.855,-13.703,-0.761,1.97,1001.689,20.2118,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4504,2016-09-12 09:34:54:057
-0.07733,2.8696,9.66713,0.07946,2.44843,9.49575,0.2922,-0.01333,0.40476,0.25583,0.10599,0.2354,11.0,3.671,10.786,-38.838,348.015,-14.458,-0.479,1.97,1001.689,15.8126,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4604,2016-09-12 09:34:54:157
-1.18364,2.59764,9.71872,0.01071,2.58825,9.45892,-0.03754,0.3567,0.24799,0.19069,0.24307,0.30414,11.0,3.751,10.803,-38.612,349.05,-15.303,-0.065,1.97,1001.689,15.8126,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4704,2016-09-12 09:34:54:257
-0.74002,0.70172,11.63084,-0.03438,2.13984,9.57028,-0.48272,-1.42583,2.33105,-0.11897,-0.05478,-0.01581,11.0,4.424,12.819,-39.279,349.681,-12.604,0.206,1.97,1001.689,15.8126,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4805,2016-09-12 09:34:54:358
0.03685,1.38556,9.98279,-0.14814,2.09944,9.57814,-0.02713,-0.52458,-0.734,0.17506,0.55902,0.53711,11.0,4.282,13.692,-38.426,351.47,-12.722,1.046,1.97,1001.689,15.6569,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,4905,2016-09-12 09:34:54:458
0.09738,2.56728,7.0907,0.07591,2.08125,9.58296,0.34632,-0.39072,0.35805,-0.32773,-0.49782,0.10622,11.45096,5.206,12.44,-37.424,347.308,-12.362,0.886,1.97,1001.689,15.6569,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5005,2016-09-12 09:34:54:558
-0.85312,2.46548,9.7112,0.03671,2.17997,9.56121,-0.1673,0.632,-1.5238,0.00722,0.09808,0.01709,12.0,4.056,13.652,-36.876,349.276,-12.844,-0.22,1.97,1001.689,15.6569,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5106,2016-09-12 09:34:54:659
-0.81584,2.9653,10.31998,-0.01742,2.15316,9.56734,-0.7649,0.38381,0.21481,-0.14862,0.05338,-0.12152,12.0,5.733,14.04,-38.283,344.915,-12.683,0.104,1.97,1001.689,15.5891,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5205,2016-09-12 09:34:54:758
-0.1803,3.10184,10.37599,-0.0984,2.3667,9.51627,-0.5784,0.35597,1.47981,0.19881,0.07874,0.11739,12.0,4.649,13.196,-37.926,348.067,-13.965,0.592,1.97,1001.689,15.5891,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5305,2016-09-12 09:34:54:858
1.27953,-0.03569,13.17125,-0.03949,2.24083,9.54712,0.22206,1.23932,-0.25197,-0.12865,-0.01688,0.10791,12.0,4.773,12.187,-38.283,346.627,-13.209,0.237,1.97,1001.686,15.5891,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5405,2016-09-12 09:34:54:958
-0.18738,1.32442,9.12157,0.0505,2.27714,9.53847,0.68976,-1.57376,-0.89214,0.25475,-0.07594,-0.33405,12.0,4.312,14.197,-37.663,349.287,-12.813,-0.266,1.97,1001.679,15.5891,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5505,2016-09-12 09:34:55:058
-0.33949,1.92557,7.48018,0.07779,2.1224,9.57391,-0.39726,0.04077,-2.09727,-0.14352,-0.08133,-0.04929,12.44731,3.58,14.734,-37.788,349.803,-12.979,-0.247,1.97,1001.679,21.8351,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5605,2016-09-12 09:34:55:158
0.71059,2.85048,9.24947,0.1084,2.01929,9.59589,-0.12294,0.86629,-1.05603,-0.19716,-0.03754,0.05939,13.0,3.345,15.123,-38.155,351.766,-12.499,-0.466,1.97,1001.679,21.8351,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5705,2016-09-12 09:34:55:258
0.78847,2.48143,10.53931,0.17114,1.99092,9.6009,0.75935,0.55173,0.75776,0.10645,-0.00453,-0.02731,13.44573,2.789,16.071,-37.509,351.059,-11.713,-1.021,1.97,1001.679,21.8351,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5805,2016-09-12 09:34:55:358
-0.31525,3.67094,10.27708,0.14184,2.16768,9.56302,-0.08532,0.42327,1.14219,0.30025,0.05028,0.02432,14.45087,3.407,16.484,-38.058,351.553,-12.77,-0.85,1.97,1001.679,21.9111,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,5904,2016-09-12 09:34:55:457
-0.50839,0.84091,11.02223,-0.01182,2.17535,9.56233,-1.06475,0.12092,0.54181,-0.37878,-0.0824,-0.10039,15.0,2.719,15.913,-38.843,353.061,-12.816,0.071,1.97,1001.687,21.9111,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6004,2016-09-12 09:34:55:557
-0.97981,1.68161,7.89519,-0.05695,2.08818,9.58158,-0.07596,-1.76485,1.90868,0.18259,0.20691,-0.03873,16.35361,2.556,17.113,-38.977,353.661,-12.294,0.341,1.97,1001.689,21.9111,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6104,2016-09-12 09:34:55:657
0.14439,1.37743,9.82039,0.00393,2.07197,9.58527,-0.49497,-0.44287,-1.07916,-0.07106,-0.42363,-0.0186,18.90268,4.262,17.334,-37.564,352.2,-12.589,0.89,1.97,1001.689,39.7183,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6204,2016-09-12 09:34:55:757
0.02945,3.11987,7.44472,0.17132,2.08113,9.58175,-0.0382,-0.6064,0.02817,0.10916,-0.11893,-0.06677,20.90192,2.844,16.35,-38.522,352.801,-12.198,-0.024,1.97,1001.689,39.7183,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6305,2016-09-12 09:34:55:858
-0.4865,2.34511,10.28664,0.09057,2.10946,9.57666,-0.67994,0.30605,0.24035,-0.08629,0.01506,-0.26234,23.3521,1.892,17.087,-40.065,353.875,-12.446,-1.011,1.97,1001.689,39.7183,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6404,2016-09-12 09:34:55:957
-0.45334,2.71567,9.47646,0.03351,2.22206,9.55153,-0.50946,0.42625,0.04186,0.06091,0.07469,-0.28647,23.3521,2.747,16.273,-38.957,352.013,-12.422,-0.542,1.97,1001.689,23.8733,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6505,2016-09-12 09:34:56:058
-0.4666,2.52222,10.29469,-0.04109,2.4458,9.49667,0.17697,1.10316,0.61647,0.21739,-0.11067,-0.24449,26.74417,2.063,14.996,-40.21,355.736,-14.442,0.248,1.97,1001.689,23.8733,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6604,2016-09-12 09:34:56:157
0.52135,0.60783,9.92967,-0.11562,2.21434,9.55268,0.57669,-1.67536,1.13937,-0.18123,-0.1689,-0.30127,32.26347,3.912,18.091,-39.714,352.465,-13.05,0.693,1.97,1001.689,23.8733,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6705,2016-09-12 09:34:56:258
0.2332,1.41451,9.17299,-0.16568,2.11109,9.57529,0.34259,-0.65134,-1.32405,-0.07274,0.07175,-0.12013,36.70328,2.304,17.871,-40.926,356.788,-13.05,0.693,1.97,1001.689,23.8733,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6804,2016-09-12 09:34:56:357
-0.02339,2.12546,8.62402,-0.01362,1.91106,9.61863,0.05105,-0.27952,-0.82342,-0.09923,-0.20663,-0.10406,41.3461,1.596,19.65,-39.607,355.945,-11.237,0.081,1.97,1001.689,41.2842,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,6904,2016-09-12 09:34:56:457
0.36185,2.35829,8.90559,-0.026,1.89074,9.62262,0.10863,0.35324,-1.01822,-0.04214,0.03389,0.03827,43.0,1.21,19.496,-39.456,358.042,-11.116,0.155,1.97,1001.686,41.2842,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7005,2016-09-12 09:34:56:558
-0.21843,2.55659,10.14549,-0.10089,2.04563,9.59039,-0.00219,0.51365,0.46004,0.18813,0.10338,0.07829,43.45096,2.104,19.504,-40.454,356.761,-12.04,0.603,1.97,1001.689,41.2842,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7104,2016-09-12 09:34:56:657
-0.94528,3.41647,9.31303,-0.0864,2.2422,9.54649,0.25246,0.33694,0.99609,0.31512,0.01604,0.15074,44.0,1.874,18.46,-39.934,356.486,-13.217,0.519,1.97,1001.689,28.7982,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7204,2016-09-12 09:34:56:757
-0.04517,0.61479,12.00176,-0.10196,2.18629,9.5593,-0.51327,-0.58181,1.24725,-0.30661,-0.10075,0.08104,44.0,1.822,18.011,-40.732,357.011,-13.943,0.799,1.97,1001.689,28.7982,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7304,2016-09-12 09:34:56:857
-0.31213,1.80263,7.72536,-0.09932,2.0795,9.58312,-0.36173,-1.47821,1.86171,-0.02829,0.12553,0.17592,45.34912,1.956,20.427,-40.596,356.808,-12.242,0.594,1.97,1001.689,28.7982,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7404,2016-09-12 09:34:56:957
0.15758,1.83092,9.1064,0.00552,2.05143,9.58968,-0.08238,-0.4995,-0.82717,-0.05482,-0.30188,0.14122,46.55063,3.311,18.002,-40.218,354.998,-12.395,1.015,1.97,1001.689,41.6379,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7504,2016-09-12 09:34:57:057
0.03029,2.85403,8.26538,0.0629,2.14741,9.56844,-0.0024,0.56404,-1.77412,0.03363,0.10602,-0.04361,46.45079,1.231,19.312,-40.663,356.864,-12.286,-0.692,1.97,1001.689,41.6379,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7605,2016-09-12 09:34:57:158
-0.47221,2.72681,10.07474,-0.01935,2.15857,9.56612,-0.3543,0.67323,-0.94883,-0.01544,0.0855,-0.13574,47.0,2.977,18.616,-40.199,353.183,-12.649,-0.377,1.97,1001.689,41.6379,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7704,2016-09-12 09:34:57:257
-0.33099,2.40894,10.83734,-0.07502,2.40898,9.50587,-0.48747,0.16976,1.00639,0.3568,-0.09177,0.06055,47.0,1.059,17.574,-41.167,358.592,-14.22,0.452,1.97,1001.679,38.4093,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7804,2016-09-12 09:34:57:357
0.11938,0.5771,13.35933,-0.0978,2.35726,9.51862,-0.03606,0.48069,0.94179,-0.53337,0.22685,0.1499,47.0,1.685,16.286,-40.929,356.442,-13.909,0.589,1.97,1001.679,38.4093,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,7905,2016-09-12 09:34:57:458
0.82361,1.42299,7.59886,-0.07688,2.29051,9.5351,0.93887,-0.94522,-1.6461,0.26511,-0.25247,-0.32182,47.4512,3.378,19.64,-40.961,354.746,-13.507,0.462,1.97,1001.679,38.4093,48.234737,16.366467,,536.4249329019801,,,64.51613,,0 / 23,8004,2016-09-12 09:34:57:557
