ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.29129,-0.65425,5.58685,-0.49162,1.41907,9.69097,-0.56142,-1.47342,2.97548,0.60852,0.23065,-0.05353,8.54866,-0.458,19.196,-39.384,2.993,-7.242,1.826,1.97,1001.749,38.7009,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,5002,2016-09-12 09:40:09:069
-0.63843,2.89734,10.07359,-0.29239,2.13029,9.56801,-0.36145,-0.09109,0.95118,0.59126,0.12361,0.21436,6.0,0.839,16.473,-39.075,359.068,-7.829,0.963,1.97,1001.769,44.7865,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,5503,2016-09-12 09:40:09:570
-1.0881,2.57105,10.43427,-0.32252,1.91065,9.61331,-0.21333,1.13399,0.8629,0.28673,0.25374,-0.17186,6.0,6.194,16.312,-38.226,346.364,-9.951,0.874,1.97,1001.759,37.9107,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,6002,2016-09-12 09:40:10:069
0.60748,2.118,9.69542,-0.00713,1.57025,9.68012,0.33258,0.37703,-0.71883,0.21638,0.15947,-0.07329,5.0,5.789,16.208,-39.424,344.84,-9.214,0.042,1.97,1001.759,40.7112,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,6502,2016-09-12 09:40:10:569
0.35526,1.38976,8.89915,-0.30711,2.02613,9.59014,-0.35984,-0.95285,-1.74111,-0.4297,-0.37195,0.28859,6.0,8.174,10.835,-39.6,342.428,-13.062,2.456,1.97,1001.759,41.4748,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,7002,2016-09-12 09:40:11:069
0.73376,0.57988,7.14265,-0.16173,2.18755,9.55818,0.95558,-1.69109,-2.72901,0.36832,-0.12682,-0.24202,5.55002,8.81,10.69,-36.563,335.965,-12.305,1.044,1.97,1001.759,37.5026,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,7503,2016-09-12 09:40:11:570
-1.7301,-0.01556,12.35609,-0.77959,2.46555,9.45958,-0.88372,-0.11768,0.38822,-0.15637,-0.31837,-0.03267,6.44826,19.801,3.487,-33.56,306.76,-15.432,5.554,1.97,1001.759,40.3359,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,8003,2016-09-12 09:40:12:070
0.02533,2.88263,7.4026,0.15581,2.93298,9.35648,-0.25155,-1.24379,-0.15103,0.75781,-0.58327,-0.39465,23.60828,35.53,25.676,-40.564,314.853,-15.805,-0.417,1.97,1001.759,30.488,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,8502,2016-09-12 09:40:12:569
0.20374,2.92662,11.0894,-0.48678,2.66059,9.42628,0.40448,1.47125,0.2639,0.15929,0.34904,-0.02228,47.09827,11.131,22.075,-41.605,344.91,-15.742,2.956,1.97,1001.759,36.2547,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,9002,2016-09-12 09:40:13:069
-0.25713,2.99648,10.06798,-0.37557,2.02588,9.58776,0.26714,0.36426,-1.59838,-0.11703,0.07047,0.00926,44.0,8.989,20.09,-39.496,344.91,-11.922,2.243,1.97,1001.759,28.6873,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,9503,2016-09-12 09:40:13:570
-1.13356,0.8438,9.09711,-0.32728,1.3568,9.70682,-0.98382,-0.37553,-2.07783,-0.32477,-0.07591,-0.66542,44.0,8.496,20.003,-40.933,346.051,-10.943,1.644,1.97,1001.759,42.1103,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,10003,2016-09-12 09:40:14:070
-0.11287,1.39536,8.35388,-0.54338,1.92529,9.60044,0.40839,-0.87989,-0.51826,-0.06926,-0.07599,0.22813,46.0,8.186,17.601,-41.475,347.593,-11.322,3.239,1.97,1001.749,39.4506,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,10502,2016-09-12 09:40:14:569
0.273,0.26035,7.07593,-0.43647,2.23307,9.53904,0.71324,-2.24385,-0.07682,0.02455,-0.09787,-0.18251,48.45005,6.859,18.097,-40.735,349.841,-12.761,3.088,1.97,1001.749,34.9368,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,11002,2016-09-12 09:40:15:069
-0.45099,0.09491,15.03801,-0.38152,2.38858,9.50366,0.72054,0.7566,1.02759,0.40961,0.12167,0.10286,53.0,3.751,19.348,-40.569,353.553,-12.895,1.216,1.97,1001.749,22.3517,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,11502,2016-09-12 09:40:15:569
1.02554,3.15694,10.37575,0.07114,2.1949,9.5576,-0.64768,0.42128,-0.3654,-0.28444,-0.24104,-0.4904,58.90207,0.737,19.753,-42.873,357.982,-13.582,-0.055,1.97,1001.749,31.067,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,12004,2016-09-12 09:40:16:071
3.70647,2.15462,8.41138,0.09582,3.07431,9.31181,3.94538,-1.29137,0.3946,0.00308,-0.8826,-2.04356,66.90308,-12.556,12.497,-45.766,25.847,-18.27,-0.59,1.97,1001.749,29.8598,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,12502,2016-09-12 09:40:16:569
-0.86955,2.03864,11.31859,0.32644,1.60055,9.66965,-1.12812,0.47325,1.10396,-0.06471,-0.08873,-0.32535,80.94838,-27.138,5.27,-41.397,65.921,-8.483,-2.737,1.97,1001.759,34.7666,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,13003,2016-09-12 09:40:17:070
-0.70456,2.86176,8.88071,-0.30182,1.62677,9.66607,-0.02683,1.1658,-0.38202,0.06664,0.05734,-0.15562,57.649,-24.832,4.449,-42.422,67.98,-9.22,1.552,1.97,1001.759,33.3444,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,13503,2016-09-12 09:40:17:570
-0.40439,0.74573,10.16399,-0.3475,1.93278,9.60802,0.61728,-0.88588,-2.22822,-0.05362,-0.0023,-0.3699,47.09839,-23.405,1.61,-41.246,68.026,-11.367,2.071,1.97,1001.759,39.1697,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,14002,2016-09-12 09:40:18:069
-1.45752,1.07379,11.24762,-0.42238,2.36314,9.50829,-1.45542,-0.04558,-0.08753,0.64682,0.08286,0.12267,50.44785,-26.036,-1.477,-41.1,72.918,-13.612,2.102,1.97,1001.759,21.0554,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,14502,2016-09-12 09:40:18:569
-0.31599,2.43915,10.16223,-0.16584,2.29917,9.53188,-0.49476,0.09553,0.96113,0.1804,-0.01631,-0.22614,50.0,-27.852,-1.465,-43.239,72.626,-13.559,0.997,1.97,1001.756,36.4462,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,15003,2016-09-12 09:40:19:070
0.19617,1.21066,11.07526,-0.17139,1.56844,9.6789,-0.02673,0.02236,0.09187,-0.1989,0.61595,0.20251,48.70639,-27.347,-3.96,-40.184,85.107,-9.203,1.014,1.97,1001.759,41.787,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 21,15502,2016-09-12 09:40:19:569
