ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.31366,0.79866,11.02948,-0.26564,2.1736,9.55904,-0.73312,-0.3668,-0.11718,-0.16899,0.24086,0.1188,5.0,10.19,10.41,-37.151,333.529,-12.806,1.592,1.97,1001.737,42.4337,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,8002,2016-09-12 09:38:27:761
-0.3369,0.39488,12.99402,-0.29914,2.30555,9.52708,0.40861,0.6841,0.05585,0.39339,-0.03127,0.1842,6.45026,20.134,6.903,-34.164,309.09,-14.429,1.745,1.97,1001.739,36.3144,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,8503,2016-09-12 09:38:28:262
-0.66306,2.0979,10.53746,-0.23575,2.18506,9.55721,0.06923,-0.59811,2.25225,0.39751,0.08809,-0.24699,25.15553,22.34,23.651,-36.572,326.425,-12.874,1.413,1.97,1001.749,33.0047,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,9003,2016-09-12 09:38:28:762
-0.73528,2.30994,10.18584,-0.2104,1.53077,9.68416,-0.25469,1.05939,-0.69937,-0.15457,0.20177,-0.18602,44.0,9.311,23.679,-38.91,344.714,-8.98,1.245,1.97,1001.759,38.3765,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,9502,2016-09-12 09:38:29:261
-0.3638,2.09505,6.97395,-0.54081,1.23624,9.71337,0.11998,0.25393,-1.38536,0.02124,-0.05484,-0.10101,44.0,5.38,26.715,-40.297,355.457,-7.566,3.501,1.97,1001.759,31.4527,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,10003,2016-09-12 09:38:29:762
-0.2641,0.72635,9.86556,-0.74525,1.22493,9.70126,-0.42573,-0.87728,-1.58683,-0.12051,0.29288,0.39856,43.45137,7.718,24.655,-40.808,350.839,-7.175,4.393,1.97,1001.755,41.9804,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,10502,2016-09-12 09:38:30:261
0.05121,0.08902,8.58621,-0.35961,1.37204,9.70354,0.66267,-1.81616,0.91982,0.11111,-0.19685,-0.29227,44.45067,7.954,21.376,-41.843,346.445,-8.043,2.122,1.97,1001.752,41.3029,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,11003,2016-09-12 09:38:30:762
-1.62755,1.76196,9.5994,-0.39129,1.67072,9.65536,0.04518,0.13018,1.15802,0.44481,0.06297,0.16658,46.0,5.147,21.68,-41.223,352.538,-8.578,1.879,1.97,1001.749,46.4429,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,11502,2016-09-12 09:38:31:261
-1.08185,1.30759,10.69504,-0.27413,1.36201,9.70774,-0.77728,0.05863,0.7648,0.04433,0.06438,0.0603,49.44541,4.796,22.124,-41.608,352.146,-7.983,1.618,1.97,1001.759,35.3269,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,12003,2016-09-12 09:38:31:762
-0.62155,1.4005,8.95984,-0.24966,1.22248,9.72695,-0.72046,-0.43601,-1.19111,-0.05334,0.05511,0.35085,52.45124,5.565,22.803,-41.481,349.84,-7.658,1.302,1.97,1001.749,37.7236,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,12503,2016-09-12 09:38:32:262
-1.02231,0.16708,10.3743,-0.59412,1.43586,9.68275,-0.88996,-0.64538,-2.08024,0.34497,0.18933,0.43575,56.4511,10.083,19.998,-40.227,343.284,-8.323,3.267,1.97,1001.749,43.2188,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,13002,2016-09-12 09:38:32:761
0.44093,0.93359,9.92139,-0.8951,1.81156,9.59622,1.35726,-0.69086,0.35021,0.14894,0.24086,-1.27832,60.44907,10.628,21.059,-42.627,346.387,-10.645,5.329,1.97,1001.739,49.0565,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,13502,2016-09-12 09:38:33:261
0.01732,0.95642,9.99889,-0.27333,1.27209,9.71995,0.50383,-0.45204,0.12831,-0.12671,-0.33551,-1.76662,62.0,-11.925,20.56,-45.248,26.485,-7.453,1.611,1.97,1001.749,49.3786,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,14003,2016-09-12 09:38:33:762
-0.15083,0.45795,11.00137,-0.16635,1.22668,9.72821,-0.04306,-0.60036,0.89811,-0.22116,-0.18001,-0.19551,56.09766,-22.453,11.499,-41.31,54.86,-7.222,1.059,1.97,1001.749,48.6544,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,14503,2016-09-12 09:38:34:262
-1.31064,1.37048,11.14826,-0.46995,0.97629,9.74661,-0.45962,0.86177,0.28359,-0.03189,-0.12987,-0.18221,47.55008,-22.208,9.491,-41.306,61.891,-5.74,3.129,1.97,1001.739,42.079,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,15002,2016-09-12 09:38:34:761
0.06226,1.71738,9.67256,0.03142,0.87389,9.76759,-0.29156,0.16401,-1.68985,-0.11336,-0.03082,-0.06001,47.44661,-25.995,7.6,-40.919,65.793,-5.112,-0.184,1.97,1001.749,44.1575,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,15502,2016-09-12 09:38:35:261
-0.00461,0.12103,10.0966,-0.39859,1.24609,9.71899,-0.54681,-0.96287,-1.0699,0.07095,0.16226,0.27312,49.0,-27.066,7.527,-44.073,65.065,-7.3,2.348,1.97,1001.749,45.9382,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,16002,2016-09-12 09:38:35:761
0.57564,0.58833,9.84837,0.04147,1.49861,9.69138,0.18381,-1.36338,2.24535,-0.17749,-0.282,-0.17302,49.0,-27.499,2.092,-44.682,71.229,-9.536,0.729,1.97,1001.745,47.3499,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,16502,2016-09-12 09:38:36:261
-0.60576,1.25134,9.72739,-0.49212,1.34735,9.70118,-0.41128,-0.48197,0.75586,-0.00113,0.1945,0.55013,49.45107,-24.513,0.797,-42.36,76.077,-7.928,2.424,1.97,1001.749,49.9391,48.23474,16.366472,,536.4097143980199,,,67.741936,,1 / 22,17002,2016-09-12 09:38:36:761
